Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Age,Is_single,Edu_2n Cycle,Edu_Basic,Edu_Graduation,Edu_Master,Edu_PhD,Days_Suscribed,Children,TotalAcceptedCmp,TotalSpent
40689.0,69.0,270.0,3.0,27.0,39.0,6.0,99.0,7.0,7.0,1.0,5.0,8.0,0.0,69.0,0.0,0.0,0.0,1.0,0.0,0.0,2480.0,1.0,0.0,444.0
18589.0,89.0,6.0,4.0,25.0,15.0,12.0,13.0,2.0,2.0,1.0,3.0,7.0,0.0,51.0,1.0,0.0,0.0,1.0,0.0,0.0,2555.0,0.0,0.0,75.0
53359.0,4.0,173.0,4.0,30.0,3.0,6.0,41.0,4.0,5.0,1.0,4.0,7.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,2410.0,2.0,0.0,257.0
26997.0,19.0,5.0,1.0,3.0,3.0,263.0,362.0,0.0,27.0,0.0,0.0,1.0,0.0,34.0,1.0,0.0,0.0,1.0,0.0,0.0,2506.0,1.0,0.0,637.0
38360.0,26.0,36.0,2.0,42.0,20.0,21.0,10.0,2.0,2.0,1.0,4.0,3.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,2406.0,1.0,0.0,131.0
84618.0,96.0,684.0,100.0,801.0,21.0,66.0,0.0,1.0,6.0,9.0,10.0,2.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,1.0,2231.0,0.0,1.0,1672.0
10979.0,34.0,8.0,4.0,10.0,2.0,2.0,4.0,2.0,3.0,0.0,3.0,5.0,0.0,31.0,1.0,0.0,0.0,0.0,1.0,0.0,2050.0,0.0,0.0,30.0
38620.0,56.0,112.0,17.0,44.0,34.0,22.0,89.0,1.0,2.0,5.0,3.0,3.0,0.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,2426.0,0.0,0.0,318.0
40548.0,31.0,110.0,0.0,5.0,2.0,0.0,3.0,2.0,2.0,1.0,4.0,5.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,2639.0,1.0,1.0,120.0
46610.0,8.0,96.0,12.0,96.0,33.0,22.0,43.0,6.0,4.0,1.0,6.0,6.0,0.0,68.0,1.0,0.0,0.0,0.0,0.0,1.0,2620.0,2.0,1.0,302.0
68657.0,4.0,482.0,34.0,471.0,119.0,68.0,22.0,1.0,3.0,5.0,9.0,7.0,0.0,74.0,0.0,0.0,0.0,0.0,1.0,0.0,2506.0,0.0,0.0,1196.0
49389.0,55.0,40.0,0.0,19.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,7.0,0.0,69.0,1.0,0.0,0.0,0.0,1.0,0.0,2316.0,2.0,0.0,65.0
67353.0,37.0,702.0,17.0,151.0,0.0,8.0,35.0,5.0,5.0,6.0,12.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,2192.0,1.0,0.0,913.0
23718.0,76.0,6.0,3.0,14.0,15.0,7.0,36.0,3.0,3.0,1.0,2.0,7.0,0.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,2312.0,1.0,0.0,81.0
42429.0,99.0,55.0,0.0,6.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,5.0,0.0,47.0,1.0,0.0,0.0,1.0,0.0,0.0,2150.0,1.0,0.0,67.0
48948.0,53.0,437.0,8.0,206.0,160.0,49.0,42.0,2.0,7.0,10.0,5.0,6.0,0.0,77.0,1.0,0.0,0.0,0.0,0.0,1.0,2525.0,0.0,2.0,902.0
80011.0,3.0,421.0,76.0,536.0,82.0,178.0,102.0,2.0,8.0,6.0,5.0,4.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,2438.0,1.0,0.0,1395.0
20559.0,88.0,13.0,1.0,29.0,3.0,0.0,7.0,2.0,2.0,0.0,3.0,8.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,2486.0,1.0,0.0,53.0
21994.0,4.0,9.0,0.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,5.0,0.0,63.0,0.0,0.0,0.0,1.0,0.0,0.0,2564.0,1.0,0.0,22.0
33316.0,80.0,81.0,11.0,50.0,3.0,2.0,39.0,1.0,1.0,3.0,4.0,2.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,1.0,2248.0,0.0,0.0,186.0
7500.0,19.0,3.0,1.0,10.0,3.0,2.0,12.0,3.0,2.0,0.0,3.0,5.0,0.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,2282.0,1.0,0.0,31.0
79941.0,72.0,123.0,164.0,266.0,227.0,30.0,174.0,1.0,2.0,4.0,9.0,1.0,0.0,44.0,1.0,0.0,0.0,1.0,0.0,0.0,2013.0,0.0,0.0,984.0
7500.0,24.0,3.0,18.0,14.0,15.0,22.0,50.0,3.0,3.0,1.0,3.0,9.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,2609.0,0.0,1.0,122.0
41728.0,92.0,13.0,6.0,15.0,3.0,5.0,13.0,1.0,2.0,0.0,2.0,10.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,2413.0,1.0,0.0,55.0
38361.0,96.0,48.0,5.0,48.0,6.0,10.0,7.0,3.0,2.0,1.0,4.0,6.0,0.0,69.0,1.0,0.0,0.0,1.0,0.0,0.0,2191.0,3.0,0.0,124.0
72550.0,39.0,826.0,50.0,317.0,50.0,38.0,38.0,9.0,5.0,2.0,12.0,8.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,1.0,2610.0,2.0,0.0,1319.0
65486.0,29.0,245.0,19.0,125.0,37.0,67.0,14.0,1.0,4.0,2.0,10.0,2.0,0.0,63.0,1.0,0.0,0.0,1.0,0.0,0.0,2060.0,1.0,0.0,507.0
79143.0,2.0,650.0,37.0,780.0,27.0,167.0,32.0,1.0,6.0,9.0,13.0,3.0,0.0,56.0,0.0,0.0,0.0,0.0,1.0,0.0,2699.0,0.0,0.0,1693.0
35790.0,54.0,12.0,6.0,20.0,30.0,1.0,3.0,2.0,2.0,0.0,3.0,7.0,0.0,43.0,1.0,0.0,0.0,1.0,0.0,0.0,2555.0,1.0,0.0,72.0
82582.0,54.0,510.0,120.0,550.0,156.0,40.0,241.0,1.0,4.0,9.0,7.0,1.0,0.0,43.0,1.0,0.0,0.0,1.0,0.0,0.0,2034.0,0.0,3.0,1617.0
66373.0,57.0,328.0,9.0,124.0,12.0,24.0,109.0,7.0,4.0,2.0,10.0,3.0,0.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,2394.0,2.0,0.0,606.0
82384.0,55.0,984.0,51.0,432.0,180.0,120.0,190.0,1.0,3.0,10.0,13.0,1.0,0.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,2599.0,0.0,2.0,1957.0
70287.0,30.0,295.0,35.0,482.0,121.0,120.0,40.0,1.0,5.0,5.0,10.0,3.0,0.0,54.0,1.0,0.0,0.0,1.0,0.0,0.0,2465.0,0.0,1.0,1093.0
27938.0,31.0,13.0,0.0,8.0,2.0,1.0,5.0,1.0,1.0,0.0,4.0,3.0,0.0,32.0,1.0,0.0,0.0,1.0,0.0,0.0,2074.0,1.0,0.0,29.0
44300.0,57.0,11.0,3.0,22.0,2.0,2.0,6.0,2.0,2.0,0.0,3.0,6.0,0.0,38.0,1.0,0.0,0.0,1.0,0.0,0.0,2389.0,1.0,0.0,46.0
55954.0,63.0,447.0,0.0,28.0,0.0,0.0,43.0,3.0,8.0,2.0,6.0,7.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,2130.0,1.0,0.0,518.0
75777.0,12.0,712.0,26.0,538.0,69.0,13.0,80.0,1.0,3.0,6.0,11.0,1.0,0.0,38.0,1.0,0.0,0.0,0.0,1.0,0.0,2372.0,0.0,3.0,1438.0
66653.0,18.0,452.0,18.0,102.0,16.0,18.0,6.0,4.0,4.0,2.0,12.0,3.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,2672.0,2.0,0.0,612.0
61823.0,26.0,523.0,7.0,134.0,37.0,14.0,169.0,4.0,8.0,2.0,10.0,7.0,0.0,68.0,1.0,0.0,0.0,1.0,0.0,0.0,2508.0,1.0,0.0,884.0
67680.0,8.0,546.0,0.0,48.0,0.0,6.0,6.0,1.0,7.0,3.0,8.0,5.0,0.0,69.0,1.0,0.0,0.0,0.0,0.0,1.0,2395.0,1.0,0.0,606.0
70666.0,29.0,398.0,40.0,367.0,119.0,122.0,30.0,1.0,7.0,4.0,4.0,4.0,0.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,2217.0,0.0,0.0,1076.0
25721.0,75.0,1.0,3.0,6.0,3.0,6.0,15.0,1.0,1.0,1.0,2.0,7.0,0.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,2416.0,1.0,1.0,34.0
32474.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0,2061.0,2.0,0.0,11.0
88194.0,19.0,688.0,14.0,309.0,201.0,24.0,38.0,1.0,11.0,10.0,10.0,5.0,0.0,41.0,1.0,1.0,0.0,0.0,0.0,0.0,2114.0,1.0,3.0,1274.0
69096.0,4.0,247.0,49.0,159.0,7.0,82.0,109.0,1.0,5.0,2.0,10.0,4.0,0.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,2287.0,1.0,0.0,653.0
74854.0,90.0,856.0,59.0,487.0,58.0,29.0,73.0,7.0,2.0,5.0,5.0,5.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,2459.0,3.0,0.0,1562.0
66991.0,1.0,496.0,36.0,460.0,189.0,60.0,12.0,3.0,4.0,8.0,6.0,3.0,0.0,66.0,0.0,0.0,0.0,0.0,1.0,0.0,2668.0,0.0,0.0,1253.0
43638.0,25.0,25.0,3.0,43.0,17.0,4.0,17.0,3.0,3.0,0.0,3.0,8.0,0.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,2665.0,1.0,0.0,109.0
65031.0,29.0,258.0,107.0,291.0,84.0,37.0,86.0,4.0,10.0,3.0,13.0,7.0,0.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,2481.0,1.0,0.0,863.0
60631.0,88.0,565.0,6.0,65.0,0.0,6.0,19.0,5.0,9.0,2.0,8.0,7.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,2462.0,2.0,1.0,661.0
28332.0,58.0,14.0,10.0,13.0,4.0,15.0,9.0,1.0,2.0,1.0,4.0,2.0,0.0,68.0,0.0,0.0,0.0,1.0,0.0,0.0,2072.0,0.0,0.0,65.0
40246.0,68.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,6.0,0.0,43.0,1.0,0.0,0.0,1.0,0.0,0.0,2569.0,1.0,0.0,13.0
75251.0,34.0,721.0,111.0,925.0,97.0,18.0,18.0,1.0,7.0,6.0,5.0,5.0,0.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,2683.0,0.0,1.0,1890.0
75825.0,40.0,1032.0,105.0,779.0,137.0,105.0,51.0,0.0,5.0,8.0,9.0,4.0,0.0,44.0,1.0,0.0,0.0,1.0,0.0,0.0,2637.0,0.0,2.0,2209.0
26326.0,12.0,1.0,0.0,5.0,0.0,3.0,9.0,1.0,0.0,0.0,3.0,3.0,1.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,2310.0,0.0,0.0,18.0
56046.0,9.0,577.0,0.0,64.0,0.0,0.0,51.0,2.0,10.0,1.0,8.0,8.0,0.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,2555.0,0.0,2.0,692.0
29760.0,87.0,64.0,4.0,68.0,7.0,5.0,17.0,4.0,3.0,1.0,4.0,8.0,0.0,35.0,1.0,0.0,0.0,1.0,0.0,0.0,2681.0,1.0,0.0,165.0
26304.0,5.0,4.0,1.0,5.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,7.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,2383.0,1.0,0.0,16.0
23559.0,87.0,25.0,5.0,19.0,7.0,0.0,23.0,3.0,3.0,0.0,3.0,7.0,0.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,2373.0,1.0,0.0,79.0
38620.0,56.0,112.0,17.0,44.0,34.0,22.0,89.0,1.0,2.0,5.0,3.0,3.0,0.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,2426.0,0.0,0.0,318.0
81361.0,18.0,163.0,23.0,424.0,27.0,65.0,76.0,1.0,3.0,10.0,13.0,1.0,0.0,33.0,1.0,0.0,0.0,1.0,0.0,0.0,2136.0,0.0,0.0,778.0
29440.0,95.0,17.0,8.0,14.0,10.0,4.0,3.0,2.0,1.0,0.0,4.0,7.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,2334.0,2.0,0.0,56.0
36138.0,48.0,130.0,0.0,16.0,0.0,0.0,5.0,5.0,3.0,1.0,4.0,7.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,2360.0,2.0,1.0,151.0
50388.0,3.0,292.0,6.0,37.0,0.0,3.0,34.0,4.0,6.0,1.0,6.0,7.0,0.0,63.0,1.0,0.0,0.0,1.0,0.0,0.0,2044.0,1.0,3.0,372.0
79593.0,70.0,350.0,60.0,568.0,110.0,133.0,145.0,1.0,5.0,6.0,7.0,2.0,0.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,2060.0,0.0,1.0,1366.0
54178.0,79.0,135.0,9.0,39.0,4.0,0.0,7.0,1.0,2.0,2.0,5.0,2.0,0.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0,2171.0,1.0,0.0,194.0
56320.0,4.0,230.0,42.0,192.0,49.0,37.0,53.0,12.0,7.0,2.0,8.0,9.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,1.0,2599.0,3.0,0.0,603.0
36781.0,45.0,7.0,0.0,8.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,0.0,63.0,1.0,0.0,0.0,1.0,0.0,0.0,2045.0,2.0,0.0,18.0
77437.0,87.0,445.0,37.0,359.0,98.0,28.0,18.0,1.0,2.0,4.0,8.0,1.0,0.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,2230.0,0.0,0.0,985.0
42394.0,69.0,15.0,2.0,10.0,0.0,1.0,4.0,1.0,1.0,0.0,3.0,7.0,0.0,48.0,1.0,0.0,0.0,0.0,1.0,0.0,2110.0,1.0,0.0,32.0
23626.0,84.0,27.0,2.0,14.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,5.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,2048.0,1.0,0.0,43.0
30096.0,30.0,5.0,3.0,11.0,12.0,5.0,9.0,1.0,2.0,0.0,3.0,6.0,0.0,37.0,0.0,0.0,0.0,1.0,0.0,0.0,2050.0,1.0,0.0,45.0
47916.0,72.0,505.0,0.0,26.0,0.0,0.0,75.0,5.0,7.0,4.0,6.0,6.0,0.0,60.0,1.0,0.0,0.0,1.0,0.0,0.0,2596.0,1.0,1.0,606.0
51813.0,37.0,51.0,2.0,7.0,0.0,1.0,2.0,2.0,2.0,0.0,3.0,7.0,0.0,48.0,1.0,0.0,0.0,1.0,0.0,0.0,2456.0,2.0,0.0,63.0
78497.0,44.0,207.0,26.0,447.0,75.0,0.0,223.0,1.0,5.0,7.0,12.0,2.0,0.0,69.0,0.0,1.0,0.0,0.0,0.0,0.0,2222.0,0.0,1.0,978.0
50150.0,32.0,135.0,46.0,92.0,65.0,61.0,11.0,2.0,5.0,2.0,7.0,5.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,2386.0,0.0,0.0,410.0
47823.0,0.0,53.0,1.0,5.0,2.0,1.0,10.0,2.0,2.0,0.0,3.0,8.0,0.0,60.0,1.0,1.0,0.0,0.0,0.0,0.0,2353.0,1.0,0.0,72.0
34554.0,43.0,41.0,1.0,6.0,2.0,0.0,5.0,2.0,2.0,0.0,3.0,6.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,1.0,2103.0,1.0,0.0,55.0
85693.0,59.0,386.0,172.0,183.0,185.0,132.0,111.0,2.0,9.0,5.0,11.0,5.0,0.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,2447.0,1.0,0.0,1169.0
65846.0,68.0,562.0,81.0,276.0,80.0,40.0,81.0,1.0,6.0,3.0,6.0,4.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,2420.0,0.0,0.0,1120.0
87195.0,35.0,217.0,76.0,690.0,50.0,26.0,38.0,1.0,3.0,11.0,5.0,1.0,0.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,2064.0,0.0,1.0,1097.0
24594.0,94.0,1.0,3.0,6.0,10.0,0.0,9.0,1.0,1.0,0.0,3.0,5.0,0.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,2213.0,1.0,0.0,29.0
49096.0,15.0,144.0,1.0,32.0,2.0,1.0,7.0,4.0,4.0,1.0,4.0,7.0,0.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,2290.0,2.0,0.0,187.0
52413.0,56.0,295.0,106.0,271.0,75.0,98.0,65.0,4.0,6.0,4.0,12.0,6.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,2524.0,2.0,0.0,910.0
38557.0,17.0,76.0,3.0,31.0,4.0,4.0,27.0,2.0,3.0,1.0,3.0,7.0,0.0,42.0,1.0,0.0,0.0,1.0,0.0,0.0,2569.0,1.0,0.0,145.0
89058.0,18.0,454.0,194.0,106.0,31.0,22.0,43.0,1.0,5.0,4.0,4.0,2.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0,2581.0,0.0,0.0,850.0
77298.0,46.0,425.0,115.0,292.0,23.0,35.0,79.0,1.0,6.0,6.0,11.0,3.0,0.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,2251.0,1.0,0.0,969.0
68126.0,40.0,1332.0,17.0,311.0,23.0,51.0,86.0,1.0,7.0,4.0,5.0,9.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,1.0,2608.0,0.0,2.0,1820.0
57288.0,27.0,527.0,0.0,21.0,0.0,0.0,60.0,3.0,8.0,1.0,8.0,6.0,0.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,2016.0,1.0,1.0,608.0
86037.0,95.0,490.0,44.0,125.0,29.0,20.0,22.0,1.0,6.0,7.0,11.0,3.0,0.0,29.0,1.0,0.0,0.0,1.0,0.0,0.0,2555.0,0.0,3.0,730.0
43974.0,19.0,378.0,0.0,101.0,0.0,0.0,72.0,5.0,6.0,4.0,6.0,7.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,2576.0,1.0,0.0,551.0
50785.0,27.0,64.0,1.0,21.0,0.0,1.0,27.0,2.0,2.0,1.0,3.0,6.0,0.0,58.0,1.0,0.0,0.0,1.0,0.0,0.0,2304.0,2.0,0.0,114.0
90765.0,25.0,547.0,99.0,812.0,151.0,82.0,33.0,0.0,4.0,6.0,5.0,1.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,2168.0,0.0,2.0,1724.0
36550.0,74.0,47.0,90.0,94.0,123.0,103.0,120.0,5.0,9.0,1.0,5.0,9.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,2507.0,1.0,0.0,577.0
30753.0,85.0,12.0,5.0,25.0,0.0,9.0,30.0,2.0,1.0,1.0,3.0,5.0,0.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,2365.0,2.0,0.0,81.0
21918.0,37.0,1.0,6.0,7.0,11.0,5.0,3.0,2.0,2.0,0.0,3.0,6.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,2239.0,1.0,0.0,33.0
56129.0,65.0,320.0,48.0,133.0,39.0,72.0,48.0,4.0,6.0,2.0,10.0,4.0,0.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,2386.0,1.0,0.0,660.0
32557.0,13.0,34.0,3.0,29.0,0.0,4.0,10.0,3.0,2.0,1.0,3.0,5.0,0.0,53.0,1.0,0.0,0.0,0.0,1.0,0.0,2137.0,1.0,1.0,80.0
19510.0,63.0,9.0,0.0,7.0,3.0,4.0,7.0,2.0,1.0,0.0,3.0,7.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,2310.0,2.0,0.0,30.0
30992.0,83.0,17.0,0.0,14.0,7.0,3.0,2.0,1.0,1.0,0.0,3.0,7.0,0.0,44.0,1.0,0.0,0.0,1.0,0.0,0.0,2445.0,1.0,0.0,43.0
101970.0,69.0,722.0,27.0,102.0,44.0,72.0,168.0,0.0,6.0,8.0,13.0,2.0,0.0,37.0,1.0,0.0,0.0,1.0,0.0,0.0,2486.0,0.0,4.0,1135.0
71488.0,87.0,162.0,33.0,124.0,40.0,28.0,172.0,2.0,3.0,4.0,7.0,1.0,0.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,2508.0,0.0,0.0,559.0
79607.0,37.0,450.0,133.0,951.0,173.0,0.0,216.0,1.0,3.0,6.0,6.0,1.0,0.0,36.0,1.0,0.0,0.0,1.0,0.0,0.0,2446.0,0.0,1.0,1923.0
54348.0,51.0,70.0,0.0,16.0,0.0,0.0,4.0,2.0,2.0,0.0,4.0,6.0,0.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,2033.0,2.0,0.0,90.0
54730.0,23.0,352.0,0.0,27.0,10.0,0.0,15.0,3.0,6.0,1.0,7.0,6.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,1.0,2365.0,1.0,0.0,404.0
77376.0,72.0,492.0,19.0,110.0,16.0,12.0,12.0,4.0,6.0,3.0,10.0,4.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0,2062.0,2.0,0.0,661.0
62998.0,10.0,120.0,58.0,73.0,65.0,89.0,58.0,5.0,5.0,4.0,5.0,5.0,0.0,68.0,0.0,0.0,0.0,1.0,0.0,0.0,2284.0,1.0,0.0,463.0
61331.0,42.0,534.0,5.0,47.0,0.0,5.0,41.0,5.0,11.0,1.0,6.0,8.0,0.0,62.0,1.0,0.0,0.0,0.0,1.0,0.0,2488.0,2.0,0.0,632.0
73448.0,10.0,236.0,106.0,189.0,23.0,41.0,130.0,1.0,7.0,2.0,9.0,4.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,2151.0,0.0,0.0,725.0
